4.0276 	WARNING 	unknown type:participant
4.0277 	WARNING 	unknown type:session
4.7941 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x11d768510>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([2560, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.7941 	EXP 	window1: recordFrameIntervals = False
4.9601 	EXP 	window1: recordFrameIntervals = True
5.1768 	EXP 	window1: recordFrameIntervals = False
5.2621 	EXP 	Created instrTxt = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instrTxt', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=newstr(...), units=u'norm', win=Window(...), wrapWidth=1)
5.2628 	EXP 	Created interStimInt = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='interStimInt', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='', units=u'norm', win=Window(...), wrapWidth=1)
5.2738 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units=u'norm', win=Window(...), wrapWidth=1)
5.2851 	EXP 	instrTxt: autoDraw = True
5.5948 	DATA 	Mouse: Left button down, pos=(1335,539)
5.6788 	DATA 	Mouse:  Left button up, pos=(1335,539)
6.4323 	DATA 	Keypress: space
6.4510 	EXP 	Imported stimuli.xlsx as conditions, 37 conditions, 2 params
6.4518 	EXP 	Created sequence: random, trialTypes=37, nReps=15, seed=None
6.4523 	EXP 	New trial (rep=0, index=0): OrderedDict([(u'stimulus', u'Q'), (u'category', u'letter')])
6.4611 	EXP 	instrTxt: autoDraw = False
6.4611 	EXP 	interStimInt: autoDraw = True
6.4944 	EXP 	interStimInt: autoDraw = False
6.4944 	EXP 	text: text = u'Q'
6.4944 	EXP 	text: autoDraw = True
6.5299 	EXP 	New trial (rep=0, index=1): OrderedDict([(u'stimulus', u'N'), (u'category', u'letter')])
6.5444 	EXP 	text: autoDraw = False
6.5444 	EXP 	interStimInt: autoDraw = True
6.5777 	EXP 	interStimInt: autoDraw = False
6.5777 	EXP 	text: text = u'N'
6.5777 	EXP 	text: autoDraw = True
6.6117 	EXP 	New trial (rep=0, index=2): OrderedDict([(u'stimulus', 4), (u'category', u'number')])
6.6295 	EXP 	text: autoDraw = False
6.6295 	EXP 	interStimInt: autoDraw = True
6.6610 	EXP 	interStimInt: autoDraw = False
6.6610 	EXP 	text: text = 4
6.6610 	EXP 	text: autoDraw = True
6.6949 	EXP 	New trial (rep=0, index=3): OrderedDict([(u'stimulus', u'D'), (u'category', u'letter')])
6.7110 	EXP 	text: autoDraw = False
6.7110 	EXP 	interStimInt: autoDraw = True
6.7445 	EXP 	interStimInt: autoDraw = False
6.7445 	EXP 	text: text = u'D'
6.7445 	EXP 	text: autoDraw = True
6.7780 	EXP 	New trial (rep=0, index=4): OrderedDict([(u'stimulus', u'R'), (u'category', u'letter')])
6.7943 	EXP 	text: autoDraw = False
6.7943 	EXP 	interStimInt: autoDraw = True
6.8277 	EXP 	interStimInt: autoDraw = False
6.8277 	EXP 	text: text = u'R'
6.8277 	EXP 	text: autoDraw = True
6.8615 	EXP 	New trial (rep=0, index=5): OrderedDict([(u'stimulus', u'W'), (u'category', u'letter')])
6.8776 	EXP 	text: autoDraw = False
6.8776 	EXP 	interStimInt: autoDraw = True
6.9114 	EXP 	interStimInt: autoDraw = False
6.9114 	EXP 	text: text = u'W'
6.9114 	EXP 	text: autoDraw = True
6.9467 	EXP 	New trial (rep=0, index=6): OrderedDict([(u'stimulus', u'T'), (u'category', u'letter')])
6.9612 	EXP 	text: autoDraw = False
6.9612 	EXP 	interStimInt: autoDraw = True
6.9943 	EXP 	interStimInt: autoDraw = False
6.9943 	EXP 	text: text = u'T'
6.9943 	EXP 	text: autoDraw = True
7.0282 	EXP 	New trial (rep=0, index=7): OrderedDict([(u'stimulus', u'G'), (u'category', u'letter')])
7.0462 	EXP 	text: autoDraw = False
7.0462 	EXP 	interStimInt: autoDraw = True
7.0776 	EXP 	interStimInt: autoDraw = False
7.0776 	EXP 	text: text = u'G'
7.0776 	EXP 	text: autoDraw = True
7.1116 	EXP 	New trial (rep=0, index=8): OrderedDict([(u'stimulus', u'X'), (u'category', u'letter')])
7.1277 	EXP 	text: autoDraw = False
7.1277 	EXP 	interStimInt: autoDraw = True
7.1611 	EXP 	interStimInt: autoDraw = False
7.1611 	EXP 	text: text = u'X'
7.1611 	EXP 	text: autoDraw = True
7.1948 	EXP 	New trial (rep=0, index=9): OrderedDict([(u'stimulus', u'I'), (u'category', u'letter')])
7.2110 	EXP 	text: autoDraw = False
7.2110 	EXP 	interStimInt: autoDraw = True
7.2458 	EXP 	interStimInt: autoDraw = False
7.2458 	EXP 	text: text = u'I'
7.2458 	EXP 	text: autoDraw = True
7.2783 	EXP 	New trial (rep=0, index=10): OrderedDict([(u'stimulus', u'Z'), (u'category', u'letter')])
7.2944 	EXP 	text: autoDraw = False
7.2944 	EXP 	interStimInt: autoDraw = True
7.3278 	EXP 	interStimInt: autoDraw = False
7.3278 	EXP 	text: text = u'Z'
7.3278 	EXP 	text: autoDraw = True
7.3614 	EXP 	New trial (rep=0, index=11): OrderedDict([(u'stimulus', u'K'), (u'category', u'letter')])
7.3777 	EXP 	text: autoDraw = False
7.3777 	EXP 	interStimInt: autoDraw = True
7.4112 	EXP 	interStimInt: autoDraw = False
7.4112 	EXP 	text: text = u'K'
7.4112 	EXP 	text: autoDraw = True
7.4470 	EXP 	New trial (rep=0, index=12): OrderedDict([(u'stimulus', u'M'), (u'category', u'letter')])
7.4610 	EXP 	text: autoDraw = False
7.4610 	EXP 	interStimInt: autoDraw = True
7.4945 	EXP 	interStimInt: autoDraw = False
7.4945 	EXP 	text: text = u'M'
7.4945 	EXP 	text: autoDraw = True
7.5283 	EXP 	New trial (rep=0, index=13): OrderedDict([(u'stimulus', u'O'), (u'category', u'letter')])
7.5465 	EXP 	text: autoDraw = False
7.5465 	EXP 	interStimInt: autoDraw = True
7.5777 	EXP 	interStimInt: autoDraw = False
7.5777 	EXP 	text: text = u'O'
7.5777 	EXP 	text: autoDraw = True
7.6117 	EXP 	New trial (rep=0, index=14): OrderedDict([(u'stimulus', 3), (u'category', u'number')])
7.6280 	EXP 	text: autoDraw = False
7.6280 	EXP 	interStimInt: autoDraw = True
7.6611 	EXP 	interStimInt: autoDraw = False
7.6611 	EXP 	text: text = 3
7.6611 	EXP 	text: autoDraw = True
7.6947 	EXP 	New trial (rep=0, index=15): OrderedDict([(u'stimulus', u'J'), (u'category', u'letter')])
7.7110 	EXP 	text: autoDraw = False
7.7110 	EXP 	interStimInt: autoDraw = True
7.7463 	EXP 	interStimInt: autoDraw = False
7.7463 	EXP 	text: text = u'J'
7.7463 	EXP 	text: autoDraw = True
7.7782 	EXP 	New trial (rep=0, index=16): OrderedDict([(u'stimulus', 9), (u'category', u'number')])
7.7944 	EXP 	text: autoDraw = False
7.7944 	EXP 	interStimInt: autoDraw = True
7.8277 	EXP 	interStimInt: autoDraw = False
7.8277 	EXP 	text: text = 9
7.8277 	EXP 	text: autoDraw = True
7.8615 	EXP 	New trial (rep=0, index=17): OrderedDict([(u'stimulus', u'F'), (u'category', u'letter')])
7.8778 	EXP 	text: autoDraw = False
7.8778 	EXP 	interStimInt: autoDraw = True
7.9112 	EXP 	interStimInt: autoDraw = False
7.9112 	EXP 	interStimInt: autoDraw = False
7.9112 	EXP 	text: text = u'F'
7.9112 	EXP 	text: autoDraw = True
7.9465 	EXP 	New trial (rep=0, index=18): OrderedDict([(u'stimulus', u'A'), (u'category', u'letter')])
7.9611 	EXP 	text: autoDraw = False
7.9611 	EXP 	interStimInt: autoDraw = True
7.9945 	EXP 	interStimInt: autoDraw = False
7.9945 	EXP 	interStimInt: autoDraw = False
7.9945 	EXP 	text: text = u'A'
7.9945 	EXP 	text: autoDraw = True
8.0285 	EXP 	New trial (rep=0, index=19): OrderedDict([(u'stimulus', u'V'), (u'category', u'letter')])
8.0462 	EXP 	text: autoDraw = False
8.0462 	EXP 	text: autoDraw = False
8.0462 	EXP 	interStimInt: autoDraw = True
8.0778 	EXP 	interStimInt: autoDraw = False
8.0778 	EXP 	interStimInt: autoDraw = False
8.0778 	EXP 	text: text = u'V'
8.0778 	EXP 	text: autoDraw = True
8.1118 	EXP 	New trial (rep=0, index=20): OrderedDict([(u'stimulus', 5), (u'category', u'number')])
8.1278 	EXP 	text: autoDraw = False
8.1278 	EXP 	text: autoDraw = False
8.1278 	EXP 	interStimInt: autoDraw = True
8.1626 	EXP 	interStimInt: autoDraw = False
8.1626 	EXP 	interStimInt: autoDraw = False
8.1626 	EXP 	text: text = 5
8.1626 	EXP 	text: autoDraw = True
8.1951 	EXP 	New trial (rep=0, index=21): OrderedDict([(u'stimulus', 1), (u'category', u'number')])
8.2111 	EXP 	text: autoDraw = False
8.2111 	EXP 	text: autoDraw = False
8.2111 	EXP 	interStimInt: autoDraw = True
8.2445 	EXP 	interStimInt: autoDraw = False
8.2445 	EXP 	interStimInt: autoDraw = False
8.2445 	EXP 	text: text = 1
8.2445 	EXP 	text: autoDraw = True
